,NumberOfBHK,Price,Transaction,Availability,PostedBy,ReraApproved,AreaName,BuiltUpArea_sqft
1563,3,9374000,New Property,Ready To Move,Broker,No, Kanakapura Road,1440
1564,2,8570000,New Property,Ready To Move,Broker,No, Horamavu,1280
1565,2,8940000,New Property,Ready To Move,Broker,No, Bommasandra,1479
1566,3,6231000,New Property,Ready To Move,Broker,No, Begur,1325
1567,2,7546000,New Property,Ready To Move,Broker,No, KR Puram,1399
1568,2,7042000,New Property,Ready To Move,Broker,No, Yelahanka,1062
1569,2,6854000,New Property,Ready To Move,Broker,No, Varthur,1043
1570,3,23200000,New Property,Ready To Move,Broker,No, Harlur,1668
1571,2,9348000,New Property,Ready To Move,Broker,No, Akshayanagar,1134
1572,3,5911000,New Property,Ready To Move,Broker,No, Akshayanagar,1445
1573,3,7440000,New Property,Ready To Move,Broker,No, Thanisandra Main Road,1380
1574,2,11800000,New Property,Ready To Move,Broker,No, Gunjur,1387
1575,3,15000000,Resale,Ready To Move,Broker,No, Anjanapura,1200
1576,4+,61900000,New Property,Ready To Move,Broker,No, Marathahalli,3731
1577,3,11300000,Resale,Ready To Move,Broker,No, Sarjapur Road,1460
1578,4,26000000,New Property,Ready To Move,Broker,No, Whitefield,2580
1579,4,75500000,New Property,Ready To Move,Broker,No, Whitefield,4200
1580,2,9000000,New Property,Ready To Move,Broker,No, Electronic City,1250
1581,2,11000000,New Property,Ready To Move,Broker,No, Kaggadasapura,1109
1582,2,7392000,New Property,Ready To Move,Broker,No, Choodasandra,1232
1583,3,11600000,New Property,Ready To Move,Broker,No, Gummanahalli,1520
1584,3,9486000,New Property,Ready To Move,Broker,No, Gunjur,1265
1585,2,12500000,New Property,Ready To Move,Broker,No, Sarjapur Road,1279
1586,1,5934000,New Property,Ready To Move,Broker,No, Thanisandra,715
1587,3,21200000,New Property,Ready To Move,Broker,No, Whitefield,1760
1588,2,6336000,New Property,Ready To Move,Broker,No, Sarjapur Road,875
1589,3,14000000,New Property,Ready To Move,Broker,No, Whitefield,1480
1590,3,22600000,New Property,Ready To Move,Broker,No, Whitefield,1895
1591,3,4915000,New Property,Ready To Move,Broker,No, Sompura,1536
1592,3,22000000,New Property,Ready To Move,Broker,No, Kanakapura Road,1603
1593,2,12600000,New Property,Ready To Move,Broker,No, Yeshwanthpur,1260
1594,3,16500000,New Property,Ready To Move,Broker,No, Whitefield,1850
1595,3,17300000,New Property,Ready To Move,Broker,No, Sarjapur Road,1850
1596,4,64800000,New Property,Ready To Move,Broker,No, Sarjapur Road,3600
1597,1,4959000,New Property,Ready To Move,Broker,No, Kanakapura Road,517
1598,2,16200000,New Property,Ready To Move,Broker,No, Whitefield,1203
1599,4+,26500000,New Property,Ready To Move,Broker,No, Kanakapura Road,3590
1600,4,99900000,New Property,Ready To Move,Broker,No, Whitefield,6600
1601,4+,30000000,New Property,Ready To Move,Broker,No, Sarjapur,2290
1602,3,12800000,New Property,Ready To Move,Broker,No, Whitefield,1500
1603,2,11700000,New Property,Ready To Move,Broker,No, Jakkur,1340
1604,3,8850000,New Property,Ready To Move,Broker,No, Chandapura,1410
1605,3,9500000,New Property,Ready To Move,Broker,No, Electronic City,1480
1606,1,2800000,New Property,Ready To Move,Broker,No, Kengeri,560
1607,3,9945000,New Property,Ready To Move,Broker,No, Hennur Road,1372
1608,2,4580000,New Property,Ready To Move,Broker,No, Sarjapur Road,1145
1609,2,7290000,New Property,Ready To Move,Broker,No, Hennur Road,1000
1610,2,11800000,New Property,Ready To Move,Broker,No, Whitefield,1515
1611,2,3850000,New Property,Ready To Move,Broker,No, Devanahalli,906
1612,2,3846000,New Property,Ready To Move,Broker,No, Devanahalli,905
1613,3,12200000,New Property,Ready To Move,Broker,No, Off Sarjapur road,1691
1614,3,18800000,New Property,Ready To Move,Broker,No, Magadi Road,1434
1615,2,9000000,New Property,Ready To Move,Broker,No, Bannerghatta Road,986
1616,2,6545000,New Property,Ready To Move,Broker,No, Electronic City Phase I,990
1617,2,4800000,New Property,Ready To Move,Broker,No, Hoskote,1296
1618,2,12500000,New Property,Ready To Move,Broker,No, Sarjapur Road,1415
1619,4,23800000,New Property,Ready To Move,Broker,No, Rachenahalli,2120
1620,3,17000000,Resale,Ready To Move,Broker,No, Allalasandra,1559
1621,3,5387000,New Property,Ready To Move,Broker,No, Sarjapur Road,1347
1622,3,14700000,New Property,Ready To Move,Broker,No, Kanakapura Road,1710
1623,3,10000000,New Property,Ready To Move,Broker,No, Mysore Road,1710
1624,2,4500000,New Property,Ready To Move,Broker,No, Sarjapur Attibele Road,855
1625,2,4385000,New Property,Ready To Move,Broker,No, Sarjapur Attibele Road,1253
1626,2,6545000,New Property,Ready To Move,Broker,No, Electronic City Phase I,990
1627,2,9700000,New Property,Ready To Move,Broker,No, Whitefield,1070
1628,3,14500000,New Property,Ready To Move,Broker,No, Banashankari,1960
1629,2,9530000,New Property,Ready To Move,Broker,No, Hosur Road,1120
1630,3,10200000,New Property,Ready To Move,Broker,No, Kanakapura Road,1583
1631,3,7980000,New Property,Ready To Move,Broker,No, Thanisandra,1680
1632,2,5083000,New Property,Ready To Move,Broker,No, Hoskote,1225
1633,3,3528000,New Property,Ready To Move,Broker,No, Bommasandra,642
1634,3,10000000,New Property,Ready To Move,Broker,No, Whitefield,1502
1635,3,12800000,New Property,Ready To Move,Broker,No, Whitefield,1500
1636,2,5514000,New Property,Ready To Move,Broker,No, Electronic City,932
1637,2,10100000,New Property,Ready To Move,Broker,No, Bannerghatta Road,1402
1638,2,8500000,Resale,Ready To Move,Broker,No, Hegganahalli,994
1639,3,25500000,Resale,Ready To Move,Broker,No, Kanakapura Road,1591
1640,2,6938000,Resale,Ready To Move,Broker,No, Kanakapura Road,1278
1641,2,13200000,Resale,Ready To Move,Broker,No, Sarjapur Road,1435
1642,2,8917000,Resale,Ready To Move,Broker,No, Sarjapur Road,1450
1643,3,32700000,New Property,Ready To Move,Broker,No, Whitefield,1738
1644,3,10700000,New Property,Ready To Move,Broker,No, Bannerghatta Road,1486
1645,2,4502000,New Property,Ready To Move,Broker,No, Hoskote,1085
1646,3,9800000,New Property,Ready To Move,Broker,No, Electronic City,1811
1647,2,4900000,New Property,Ready To Move,Broker,No, Electronic City,1075
1648,3,18000000,New Property,Ready To Move,Broker,No, Whitefield,1505
1649,3,18600000,New Property,Ready To Move,Broker,No, Sarjapur Road,1455
1650,2,7280000,New Property,Ready To Move,Broker,No, Hoskote,1120
1651,3,13600000,New Property,Ready To Move,Broker,No, Bagaluru,1600
1652,3,7693000,New Property,Ready To Move,Broker,No, JP Nagar Phase 8,1539
1653,3,9128000,New Property,Ready To Move,Broker,No, Sarjapur,1485
1654,2,12400000,New Property,Ready To Move,Broker,No, Binnipete,1387
1655,1,5810000,New Property,Ready To Move,Broker,No, Thanisandra,700
1656,2,8000000,New Property,Ready To Move,Broker,No, R.K. Hegde Nagar,1165
1657,2,7687000,New Property,Ready To Move,Broker,No, Sarjapur,1245
1658,3,11000000,New Property,Ready To Move,Broker,No, R.K. Hegde Nagar,1590
1659,4+,65000000,Resale,Ready To Move,Broker,No, Sarjapur Road,4068
1660,3,12800000,New Property,Ready To Move,Broker,No, Banashankari,1700
1661,3,23000000,Resale,Ready To Move,Broker,No, Sarjapur Road,1622
1662,4+,33500000,Resale,Ready To Move,Broker,No, Kanakapura Road,2655
1663,4+,18800000,Resale,Ready To Move,Broker,No, Sarjapur Road,1996
1664,2,8556000,New Property,Ready To Move,Broker,No, Hoodi,1240
1665,2,5600000,New Property,Ready To Move,Broker,No, Sarjapur,900
1666,3,12200000,New Property,Ready To Move,Broker,No, Tumkur Road,1586
1667,3,22200000,New Property,Ready To Move,Broker,No, Yeshwanthpur,1464
1668,3,3060000,New Property,Ready To Move,Broker,No, Jigani,1200
1669,3,10900000,New Property,Ready To Move,Broker,No, Yelahanka New Town,1785
1670,3,5955000,New Property,Ready To Move,Broker,No, Hoskote,1435
1671,2,10500000,New Property,Ready To Move,Broker,No, Bannerghatta Road,1335
1672,1,4685000,New Property,Ready To Move,Broker,No, Hoodi,781
1673,4+,53000000,Resale,Ready To Move,Broker,No, Devanahalli,3421
1674,2,4400000,New Property,Ready To Move,Broker,No, Ramamurthy Nagar,860
1675,2,8181000,New Property,Ready To Move,Broker,No, Yelahanka,1171
1676,2,9083000,New Property,Ready To Move,Broker,No, Electronic City,1233
1677,4+,50000000,Resale,Ready To Move,Broker,No, Devanahalli,4200
1678,2,11600000,New Property,Ready To Move,Broker,No, Bannerghatta Road,1325
1679,3,4958000,New Property,Ready To Move,Broker,No, Jigani,1610
1680,2,5400000,New Property,Ready To Move,Broker,No, Hoskote,1375
1681,2,13900000,New Property,Ready To Move,Broker,No, Mysore Road,1223
1682,3,17000000,Resale,Ready To Move,Broker,No, Nehru Nagar,1559
1683,2,13500000,Resale,Ready To Move,Broker,No, Whitefield,1097
1684,3,16400000,Resale,Ready To Move,Broker,No, Sarjapur Road,1485
1685,3,9872000,New Property,Ready To Move,Broker,No, Devanahalli,1498
1686,3,9729000,New Property,Ready To Move,Broker,No, Huskur,1382
1687,3,11000000,New Property,Ready To Move,Broker,No, R.K. Hegde Nagar,1590
1688,2,7687000,New Property,Ready To Move,Broker,No, Sarjapur,1245
1689,2,9216000,New Property,Ready To Move,Broker,No, Horamavu,1280
1690,3,21200000,New Property,Ready To Move,Broker,No, Whitefield,1760
1691,3,11700000,New Property,Ready To Move,Broker,No, Whitefield,1523
1692,3,5637000,New Property,Ready To Move,Broker,No, Kyalasanahalli,1375
1693,3,10700000,New Property,Ready To Move,Broker,No, Old Madras Road,1590
1694,3,7100000,New Property,Ready To Move,Broker,No, Whitefield,1330
1695,3,22500000,New Property,Ready To Move,Broker,No, Bannerghatta Road,1581
1696,2,8990000,New Property,Ready To Move,Broker,No, Whitefield,986
1697,2,6800000,New Property,Ready To Move,Broker,No, Whitefield,1275
1698,2,10000000,New Property,Ready To Move,Broker,No, Anekal,1539
1699,2,5815000,New Property,Ready To Move,Broker,No, Budigere,1065
1700,2,7300000,New Property,Ready To Move,Broker,No, Whitefield,911
1701,3,7600000,New Property,Ready To Move,Broker,No, Electronic City,1200
1702,4+,100000000,Resale,Ready To Move,Broker,No, Whitefield,5924
1703,2,12000000,Resale,Ready To Move,Broker,No, Whitefield,1097
1704,2,6800000,Resale,Ready To Move,Broker,No, Padmanabha Nagar,1200
1705,3,11200000,New Property,Ready To Move,Broker,No, Doddakammanahalli,1454
1706,2,9900000,New Property,Ready To Move,Broker,No, Binnipete,1063
1707,2,4502000,New Property,Ready To Move,Broker,No, Hoskote,1085
1708,2,5514000,New Property,Ready To Move,Broker,No, Electronic City,932
1709,3,8600000,New Property,Ready To Move,Broker,No, Kanakapura Road,1266
1710,3,12800000,New Property,Ready To Move,Broker,No, Hebbal,1395
1711,3,9800000,New Property,Ready To Move,Broker,No, Electronic City,1811
1712,2,4900000,New Property,Ready To Move,Broker,No, Electronic City,1075
1713,2,7700000,New Property,Ready To Move,Broker,No, Sarjapur Road,1144
1714,4,14800000,New Property,Ready To Move,Broker,No, Varthur,1705
1715,4,22500000,New Property,Ready To Move,Broker,No, Whitefield,1890
1716,3,18600000,New Property,Ready To Move,Broker,No, Sarjapur Road,1455
1717,2,7280000,New Property,Ready To Move,Broker,No, Hoskote,1120
1718,3,3328000,New Property,Ready To Move,Broker,No, Sarjapur Road,951
1719,2,7400000,New Property,Ready To Move,Broker,No, Yelahanka,1275
1720,3,13600000,New Property,Ready To Move,Broker,No, Bagaluru,1600
1721,3,7693000,New Property,Ready To Move,Broker,No, JP Nagar Phase 8,1539
1722,2,8534000,New Property,Ready To Move,Broker,No, Whitefield,729
1723,3,7500000,Resale,Ready To Move,Broker,No, Uttarahalli,1335
1724,4,45000000,Resale,Ready To Move,Broker,No, Whitefield,3725
1725,3,37500000,Resale,Ready To Move,Broker,No, Mangammanapalya,1800
1726,2,7683000,Resale,Ready To Move,Broker,No, Tumkur Road,1085
1727,2,10100000,Resale,Ready To Move,Broker,No, Sarjapur Road,1005
1728,3,15700000,New Property,Ready To Move,Broker,No, Sarjapur Road,1661
1729,2,12500000,New Property,Ready To Move,Broker,No, Sarjapur Road,1279
1730,1,5934000,New Property,Ready To Move,Broker,No, Thanisandra,715
1731,3,21200000,New Property,Ready To Move,Broker,No, Whitefield,1760
1732,3,8618000,New Property,Ready To Move,Broker,No, Sarjapur,1377
1733,2,6336000,New Property,Ready To Move,Broker,No, Sarjapur Road,875
1734,3,14000000,New Property,Ready To Move,Broker,No, Whitefield,1480
1735,3,22600000,New Property,Ready To Move,Broker,No, Whitefield,1895
1736,3,4915000,New Property,Ready To Move,Broker,No, Sompura,1536
1737,3,16900000,New Property,Ready To Move,Broker,No, Mysore Road,1749
1738,2,8389000,New Property,Ready To Move,Broker,No, Kanakapura Road,959
1739,3,8232000,New Property,Ready To Move,Broker,No, Devanahalli,1273
1740,3,22000000,New Property,Ready To Move,Broker,No, Kanakapura Road,1603
1741,2,12600000,New Property,Ready To Move,Broker,No, Yeshwanthpur,1260
1742,3,16500000,New Property,Ready To Move,Broker,No, Whitefield,1850
1743,4+,35000000,Resale,Ready To Move,Broker,No, Whitefield,2333
1744,4+,68500000,Resale,Ready To Move,Broker,No, Devanahalli,5000
1745,3,15000000,Resale,Ready To Move,Broker,No, Kanakapura Road,1785
1746,3,15500000,Resale,Ready To Move,Broker,No, Kanakapura Road,1519
1747,3,32000000,Resale,Ready To Move,Broker,No, Marathahalli,1647
1748,3,20000000,Resale,Ready To Move,Broker,No, Whitefield,1920
1749,2,6800000,New Property,Ready To Move,Broker,No, Whitefield,1275
1750,3,9400000,New Property,Ready To Move,Broker,No, Ramamurthy Nagar,1400
1751,3,13500000,New Property,Ready To Move,Broker,No, Thanisandra Main Road,1572
1752,2,6239000,New Property,Ready To Move,Broker,No, Horamavu,1039
1753,3,10900000,New Property,Ready To Move,Broker,No, Jakkur,1620
1754,3,7400000,New Property,Ready To Move,Broker,No, Electronic City Phase II,1140
1755,2,4999000,New Property,Ready To Move,Broker,No, Sarjapur Road,1200
1756,3,20500000,New Property,Ready To Move,Broker,No, Devanahalli,1927
1757,2,13500000,New Property,Ready To Move,Broker,No, Electronic City Phase I,1128
1758,3,8550000,New Property,Ready To Move,Broker,No, Sarjapur,1350
1759,2,6563000,New Property,Ready To Move,Broker,No, Whitefield,1191
1760,1,3160000,New Property,Ready To Move,Broker,No, Hoskote,449
1761,3,14400000,New Property,Ready To Move,Broker,No, Mysore Road,1800
1762,1,4641000,New Property,Ready To Move,Broker,No, Varthur,615
1763,2,15700000,New Property,Ready To Move,Broker,No, Bellandur,1260
1764,2,9800000,New Property,Ready To Move,Broker,No, Devanahalli,1225
1765,4+,130000000,Resale,Ready To Move,Broker,No, Whitefield,5500
1766,2,10500000,New Property,Ready To Move,Broker,No, Raja Rajeshwari Nagar,1052
1767,2,6200000,Resale,Ready To Move,Broker,No, Srirampura,650
1768,2,6800000,New Property,Ready To Move,Broker,No, Whitefield,1181
1769,3,11000000,New Property,Ready To Move,Broker,No, Hennur Road,1695
1770,3,44400000,Resale,Ready To Move,Broker,No, Whitefield,2570
1771,2,16000000,Resale,Ready To Move,Broker,No, Off Sarjapur road,1309
1772,3,40000000,New Property,Ready To Move,Broker,No, Whitefield,2700
1773,3,3988000,New Property,Ready To Move,Broker,No, Chandapura,867
1774,2,11700000,New Property,Ready To Move,Broker,No, Uttarahalli,1512
1775,3,13700000,New Property,Ready To Move,Broker,No, Uttarahalli,1758
1776,2,2842000,New Property,Ready To Move,Broker,No, Chandapura,618
1777,2,8332000,New Property,Ready To Move,Broker,No, Sarjapur Road,1291
1778,1,4899000,New Property,Ready To Move,Broker,No, Kanakapura Road,517
1779,2,6813000,New Property,Ready To Move,Broker,No, Whitefield,1185
1780,3,9240000,New Property,Ready To Move,Broker,No, Whitefield,1607
1781,3,5805000,New Property,Ready To Move,Broker,No, Jigani,1350
1782,1,1863000,New Property,Ready To Move,Broker,No, Whitefield,330
1783,3,6559000,New Property,Ready To Move,Broker,No, Whitefield,1245
1784,1,2048000,New Property,Ready To Move,Broker,No, Sarjapur,565
1785,3,25000000,New Property,Ready To Move,Broker,No, Hoskote,2500
1786,2,11400000,Resale,Ready To Move,Broker,No, Sarjapur Road,1120
1787,3,13600000,Resale,Ready To Move,Broker,No, Sarjapur Road,1475
1788,3,7137000,Resale,Ready To Move,Broker,No, Whitefield,1830
1789,3,9842000,Resale,Ready To Move,Broker,No, Sampigehalli,1806
1790,3,19000000,Resale,Ready To Move,Broker,No, Sarjapur,1536
1791,3,10500000,New Property,Ready To Move,Broker,No, Sarjapur Road,1451
1792,1,4734000,New Property,Ready To Move,Broker,No, Off Sarjapur road,690
1793,3,9214000,New Property,Ready To Move,Broker,No, Devanahalli,1460
1794,3,12700000,New Property,Ready To Move,Broker,No, Yeshwanthpur,1505
1795,3,7600000,New Property,Ready To Move,Broker,No, Chandapura,1410
1796,2,7700000,New Property,Ready To Move,Broker,No, Thanisandra Main Road,1159
1797,3,12900000,New Property,Ready To Move,Broker,No, Gunjur,1474
1798,2,14000000,New Property,Ready To Move,Broker,No, Sarjapur,971
1799,3,9400000,Resale,Ready To Move,Broker,No, Banashankari,1300
1800,3,44400000,Resale,Ready To Move,Broker,No, Whitefield,2570
1801,2,16000000,Resale,Ready To Move,Broker,No, Off Sarjapur road,1309
1802,4+,47500000,New Property,Ready To Move,Broker,No, Whitefield,2555
1803,3,12500000,Resale,Ready To Move,Broker,No, Kanakapura Road,1254
1804,2,9900000,Resale,Ready To Move,Broker,No, Old Madras Road,1240
1805,3,7500000,New Property,Ready To Move,Broker,No, Kengeri,1400
1806,3,13700000,New Property,Ready To Move,Broker,No, Sevashrama,1490
1807,2,9086000,New Property,Ready To Move,Broker,No, Thanisandra Main Road,1302
1808,3,17200000,Resale,Ready To Move,Broker,No, Sarjapur Road,1523
1809,3,15600000,New Property,Ready To Move,Broker,No, Guddadahalli-Mysore Road,1704
1810,3,22800000,Resale,Ready To Move,Broker,No, Sarjapur Road,1881
1811,2,12000000,Resale,Ready To Move,Broker,No, Electronic City Phase II,1340
1812,2,15300000,New Property,Ready To Move,Broker,No, Binnipete,1589
1813,3,11300000,New Property,Ready To Move,Broker,No, Hosa Road,1726
1814,2,8730000,New Property,Ready To Move,Broker,No, Hennur Main Road,1504
1815,3,10000000,New Property,Ready To Move,Broker,No, Whitefield,1502
1816,3,14400000,New Property,Ready To Move,Broker,No, Sahakara Nagar,1650
1817,2,8200000,New Property,Ready To Move,Broker,No, Electronic City Phase I,1100
1818,2,8610000,New Property,Ready To Move,Broker,No, Horamavu,1148
1819,2,8602000,New Property,Ready To Move,Broker,No, Hebbal,935
1820,3,9100000,New Property,Ready To Move,Broker,No, Thanisandra Main Road,1610
1821,3,10500000,New Property,Ready To Move,Broker,No, Electronic City Phase I,1355
1822,3,12000000,New Property,Ready To Move,Broker,No, Whitefield,1334
1823,2,8660000,New Property,Ready To Move,Broker,No, Hosur Road,1090
1824,3,9405000,New Property,Ready To Move,Broker,No, Chikkajala,1710
1825,3,12000000,New Property,Ready To Move,Broker,No, Varthur,1590
1826,2,10200000,New Property,Ready To Move,Broker,No, Sahakara Nagar,1225
1827,3,78000000,Resale,Ready To Move,Broker,No, Whitefield,4300
1828,3,11700000,New Property,Ready To Move,Broker,No, Rachenahalli,1500
1829,2,8600000,New Property,Ready To Move,Broker,No, Kanakapura Road,960
1830,4,12000000,New Property,Ready To Move,Broker,No, Nagarathpete,1904
1831,3,18500000,Resale,Ready To Move,Broker,No, Whitefield,1450
1832,3,29900000,New Property,Ready To Move,Broker,No, Whitefield,1915
1833,2,7771000,New Property,Ready To Move,Broker,No, Whitefield,1195
1834,2,11700000,New Property,Ready To Move,Broker,No, Whitefield,1266
1835,3,6024000,New Property,Ready To Move,Broker,No, Hennur Road,1029
1836,3,5184000,New Property,Ready To Move,Broker,No, Sarjapur Attibele Road,1080
1837,3,12500000,New Property,Ready To Move,Broker,No, Whitefield,1595
1838,3,16800000,New Property,Ready To Move,Broker,No, Sarjapur Road,1685
1839,3,35600000,New Property,Ready To Move,Broker,No, Whitefield,1833
1840,3,22300000,New Property,Ready To Move,Broker,No, Whitefield,1393
1841,2,7288000,New Property,Ready To Move,Broker,No, Whitefield,911
1842,3,7779000,New Property,Ready To Move,Broker,No, Kannamangala,1287
1843,3,6231000,New Property,Ready To Move,Broker,No, Begur,1325
1844,2,8940000,New Property,Ready To Move,Broker,No, Bommasandra,1479
1845,2,7042000,New Property,Ready To Move,Broker,No, Yelahanka,1062
1846,3,23200000,New Property,Ready To Move,Broker,No, Harlur,1668
1847,2,11800000,New Property,Ready To Move,Broker,No, Gunjur,1387
1848,3,24000000,Resale,Ready To Move,Broker,No, Kanakapura Road,1603
1849,2,9200000,New Property,Ready To Move,Broker,No, Kanakapura Road,959
1850,3,21400000,Resale,Ready To Move,Broker,No, Mysore Road,1737
1851,2,13700000,Resale,Ready To Move,Broker,No, Kanakapura Road,1204
1852,3,5921000,New Property,Ready To Move,Broker,No, Babusa Palya,1579
1853,3,16000000,New Property,Ready To Move,Broker,No, Budigere,1233
1854,2,3846000,New Property,Ready To Move,Broker,No, Devanahalli,905
1855,3,18800000,New Property,Ready To Move,Broker,No, Magadi Road,1434
1856,2,6300000,New Property,Ready To Move,Broker,No, Whitefield,1130
1857,2,9000000,New Property,Ready To Move,Broker,No, Bannerghatta Road,986
1858,2,6630000,New Property,Ready To Move,Broker,No, Uttarahalli,874
1859,3,9756000,New Property,Ready To Move,Broker,No, Arekere,1533
1860,3,16300000,New Property,Ready To Move,Broker,No, Hoodi,1883
1861,3,12800000,New Property,Ready To Move,Broker,No, Hebbal,1395
1862,3,8534000,New Property,Ready To Move,Broker,No, Uttarahalli,1394
1863,2,5789000,New Property,Ready To Move,Broker,No, Off Sarjapur road,1412
1864,2,5250000,New Property,Ready To Move,Broker,No, KR Puram,1025
1865,3,9105000,New Property,Ready To Move,Broker,No, Yelahanka New Town,1626
1866,2,5445000,New Property,Ready To Move,Broker,No, Whitefield,1089
1867,3,9600000,New Property,Ready To Move,Broker,No, Varthur,1105
1868,2,5989000,New Property,Ready To Move,Broker,No, Hoodi,1130
1869,3,8759000,New Property,Ready To Move,Broker,No, Devanahalli,888
1870,3,9120000,New Property,Ready To Move,Broker,No, Rampura,1513
1871,3,7400000,New Property,Ready To Move,Broker,No, Kengeri,1550
1872,2,14300000,Resale,Ready To Move,Broker,No, Sarjapur Road,1345
1873,4,21000000,Resale,Ready To Move,Broker,No, Sarjapur,3240
1874,3,15000000,New Property,Ready To Move,Broker,No, Uttarahalli,1865
1875,3,11600000,New Property,Ready To Move,Broker,No, Gummanahalli,1520
1876,2,7392000,New Property,Ready To Move,Broker,No, Choodasandra,1232
1877,2,8500000,New Property,Ready To Move,Broker,No, Kanakapura Road,1100
1878,3,11800000,New Property,Ready To Move,Broker,No, Thanisandra,1345
1879,3,11200000,New Property,Ready To Move,Broker,No, Akshayanagar,1435
1880,3,9486000,New Property,Ready To Move,Broker,No, Gunjur,1265
1881,2,4800000,New Property,Ready To Move,Broker,No, Attibele,752
1882,2,7800000,New Property,Ready To Move,Broker,No, Sarjapur Road,1100
1883,2,3800000,New Property,Ready To Move,Broker,No, Tumkur Road,708
1884,2,4263000,New Property,Ready To Move,Broker,No, Electronic City,1185
1885,2,6900000,New Property,Ready To Move,Broker,No, Sarjapur,1079
1886,3,15700000,New Property,Ready To Move,Broker,No, Sarjapur Road,1661
1887,2,6046000,New Property,Ready To Move,Broker,No, Electronic City,1025
1888,2,12500000,New Property,Ready To Move,Broker,No, Sarjapur Road,1279
1889,1,5934000,New Property,Ready To Move,Broker,No, Thanisandra,715
1890,4,79500000,Resale,Ready To Move,Broker,No, Hebbal,5201
1891,3,7875000,Resale,Ready To Move,Broker,No, Bellandur,1400
1892,3,29500000,New Property,Ready To Move,Broker,No, Old Madras Road,2640
1893,3,11300000,New Property,Ready To Move,Broker,No, Whitefield,1003
1894,3,7551000,New Property,Ready To Move,Broker,No, Electronic City,1520
1895,4,58000000,New Property,Ready To Move,Broker,No, Whitefield,3500
1896,3,14100000,New Property,Ready To Move,Broker,No, Kanakapura Road,1694
1897,3,13900000,New Property,Ready To Move,Broker,No, Sarjapur Road,1865
1898,2,5909000,New Property,Ready To Move,Broker,No, Electronic City,1180
1899,3,14400000,New Property,Ready To Move,Broker,No, Mysore Road,1800
1900,4,24000000,New Property,Ready To Move,Broker,No, Whitefield,1895
1901,2,5300000,New Property,Ready To Move,Broker,No, Tumkur Road,966
1902,2,8100000,New Property,Ready To Move,Broker,No, Choodasandra,980
1903,3,14500000,Resale,Ready To Move,Broker,No, Ramagondanahalli,1626
1904,3,19500000,New Property,Ready To Move,Broker,No, Magadi Road,1440
1905,4+,52000000,New Property,Ready To Move,Broker,No, Yeshwanthpur,3055
1906,2,6500000,New Property,Ready To Move,Broker,No, Doddaballapur,1000
1907,3,12000000,New Property,Ready To Move,Broker,No, Whitefield,1334
1908,3,16500000,New Property,Ready To Move,Broker,No, Sarjapur Road,1665
1909,2,5525000,New Property,Ready To Move,Broker,No, Hosur Road,880
1910,3,10500000,New Property,Ready To Move,Broker,No, Sarjapur Road,1451
1911,2,5285000,New Property,Ready To Move,Broker,No, KR Puram,1149
1912,3,12600000,Resale,Ready To Move,Broker,No, Devanahalli,1625
1913,3,14900000,Resale,Ready To Move,Broker,No, Sarjapur Road,1475
1914,3,10700000,Resale,Ready To Move,Broker,No, Bannerghatta Road,1450
1915,3,10800000,New Property,Ready To Move,Broker,No, Devanahalli,1498
1916,2,6813000,New Property,Ready To Move,Broker,No, Whitefield,1185
1917,3,22000000,New Property,Ready To Move,Broker,No, Kanakapura Road,1603
1918,2,9000000,New Property,Ready To Move,Broker,No, Whitefield,1006
1919,2,12600000,New Property,Ready To Move,Broker,No, Yeshwanthpur,1260
1920,2,12800000,New Property,Ready To Move,Broker,No, Yeshwanthpur,1280
1921,2,8500000,New Property,Ready To Move,Broker,No, Sarjapur Road,1225
1922,2,3700000,New Property,Ready To Move,Broker,No, Chandapura,800
1923,3,16500000,New Property,Ready To Move,Broker,No, Whitefield,1850
1924,2,3650000,New Property,Ready To Move,Broker,No, Devanahalli,859
1925,3,17300000,New Property,Ready To Move,Broker,No, Sarjapur Road,1850
1926,3,6663000,New Property,Ready To Move,Broker,No, Kengeri,1481
1927,3,14600000,New Property,Ready To Move,Broker,No, Sarjapur Road,1809
1928,2,4580000,New Property,Ready To Move,Broker,No, Sarjapur Road,1145
1929,3,6663000,New Property,Ready To Move,Broker,No, Kengeri,1481
1930,2,11800000,New Property,Ready To Move,Broker,No, Whitefield,1515
1931,2,3850000,New Property,Ready To Move,Broker,No, Devanahalli,906
1932,3,30000000,Resale,Ready To Move,Broker,No, Whitefield,1762
1933,3,14500000,Resale,Ready To Move,Broker,No, Jakkuru Layout,1660
1934,4,37500000,New Property,Ready To Move,Broker,No, Whitefield,2560
1935,4+,30000000,Resale,Ready To Move,Broker,No, Hebbal,3400
1936,4+,28000000,Resale,Ready To Move,Broker,No, Devanahalli,2815
1937,3,9240000,New Property,Ready To Move,Broker,No, Whitefield,1607
1938,2,3859000,New Property,Ready To Move,Broker,No, Devanahalli,908
1939,2,3859000,New Property,Ready To Move,Broker,No, Devanahalli,908
1940,2,3536000,New Property,Ready To Move,Broker,No, Devanahalli,832
1941,2,3846000,New Property,Ready To Move,Broker,No, Devanahalli,905
1942,2,6900000,New Property,Ready To Move,Broker,No, Tumkur Road,930
1943,2,6300000,New Property,Ready To Move,Broker,No, Whitefield,1130
1944,3,18800000,New Property,Ready To Move,Broker,No, Magadi Road,1434
1945,3,23500000,New Property,Ready To Move,Broker,No, Whitefield,1773
